cycle,VS1_std,VS1_max,PS1_std,PS1_max,PS1_median,PS2_std,PS2_max,PS2_median,PS3_std,PS3_max,PS3_median,PS5_mean,PS5_max,PS6_mean,PS6_max
1651,0.027882602963543376,0.612,14.072736713926403,191.75,156.46,47.145668053613875,167.4,130.13,0.937279618093501,9.609,2.328,9.94566833333324,10.001,9.82760849999992,9.878
1652,0.020964396776520632,0.599,14.071616828314045,191.75,156.44,47.156318734204774,167.26,130.15,0.9330853660721253,9.398,2.32,9.940749833333246,9.991,9.822156499999972,9.873
1653,0.025211848169771133,0.622,14.084845023530237,191.73,156.46,47.14705029097299,167.33,130.15,0.9337404571614706,9.586,2.328,9.937680999999897,9.983,9.819300333333267,9.872
1654,0.01996001653022874,0.602,14.076841583952485,191.84,156.46,47.13318505811721,167.28,130.03500000000003,0.933743835712144,9.695,2.32,9.935658166666661,9.982,9.816584833333247,9.866
1655,0.022959427491435015,0.612,14.062466066469304,191.77,156.44,47.16117055177866,167.38,130.13,0.9349858951053647,9.656,2.32,9.93803033333328,9.988,9.819274666666646,9.87
1656,0.027438328382151458,0.622,14.08379090276109,191.82,156.42,47.14734289986015,167.41,130.095,0.9371988305352454,9.687,2.328,9.934728333333279,9.981,9.81562549999996,9.864
1657,0.01963229064979915,0.59,14.076297660855802,191.81,156.44,47.142278207630575,167.28,130.03500000000003,0.932607131376947,9.578,2.305,9.931066666666702,9.98,9.811583833333298,9.859
1658,0.019166266269460604,0.587,14.068064523612657,191.77,156.46,47.15721694906008,167.36,130.11,0.9377565662695032,9.586,2.328,9.928926333333337,9.979,9.8098965,9.856
1659,0.017864050318595445,0.585,14.06635816759085,191.75,156.44,47.16978014680061,167.26,130.15,0.9374779406116681,9.687,2.328,9.927258833333267,9.98,9.809435999999964,9.861
1660,0.021803047524507464,0.608,14.076078096153964,191.81,156.42,47.12947564599629,167.3,130.075,0.9367066089928524,9.633,2.32,9.936183500000002,9.988,9.81755666666662,9.868
1661,0.018892978398557525,0.581,14.084046546992676,191.79,156.42,47.13632649767653,167.38,130.07999999999998,0.9341678505107214,9.492,2.32,9.929670333333386,9.977,9.811640999999986,9.86
1662,0.013556285676981453,0.562,14.090305959984782,191.75,156.44,47.119243095121696,167.34,130.125,0.9369124392941695,9.617,2.328,9.926795166666697,9.972,9.809265666666654,9.858
1663,0.012672526892972335,0.568,14.084997374537526,191.73,156.44,47.126936355146555,167.4,130.12,0.9405443863460601,9.711,2.328,9.928234500000086,9.974,9.809024166666628,9.859
1664,0.01844304103752589,0.578,13.927661934635385,191.73,156.62,47.188914473774,167.38,130.19,0.9528492960780287,9.773,2.328,9.936411333333243,9.985,9.818061499999937,9.868
1665,0.016855810914397477,0.569,13.975518487895114,191.78,156.6,47.20507409513828,167.4,130.1,0.9473719019644085,9.875,2.32,9.929352666666755,9.979,9.811173999999976,9.864
1666,0.021016236660968333,0.613,13.984538875865457,191.69,156.6,47.20617153807523,167.35,130.13,0.953459893092672,10.039,2.32,9.927916166666686,9.981,9.809561166666615,9.866
1667,0.02161420201658064,0.602,13.972036250111374,191.84,156.59,47.2070269447748,167.3,130.20499999999998,0.9524642041233071,9.617,2.328,9.938609666666578,9.985,9.820129999999972,9.873
1668,0.01960844825420544,0.593,13.971403105357242,191.69,156.61,47.21690324590854,167.45,130.14,0.951880198195572,9.773,2.328,9.937565499999947,9.986,9.818429166666606,9.872
1669,0.022781720296347594,0.599,13.973956876506143,191.7,156.63,47.22400998160646,167.41,129.97,0.951124003346661,9.797,2.32,9.935092833333268,9.983,9.815063666666648,9.866
1670,0.018779601868188875,0.591,13.969079692442483,191.73,156.6,47.22872189652173,167.32,130.15,0.9517288357270406,9.828,2.328,9.93511333333324,9.981,9.815246166666661,9.87
1671,0.025970430817299838,0.605,13.995123937010739,191.71,156.58,47.19980814691571,167.35,130.04,0.9524193431142554,9.953,2.305,9.933079166666639,9.987,9.813870666666629,9.868
1672,0.02343788521340684,0.602,13.9668599736625,191.81,156.6,47.20976875398359,167.33,130.215,0.9502343032577913,9.711,2.32,9.93267849999999,9.979,9.812953333333262,9.863
1673,0.02313480514375574,0.602,13.975056198501202,191.76,156.56,47.20371724829726,167.33,130.055,0.9487072234829079,9.906,2.32,9.93982266666659,9.993,9.820357166666614,9.873
1674,0.023880795063844815,0.619,14.09035371405748,191.7,155.73,47.01521597669915,167.06,129.54500000000002,0.9239592948613916,9.781,2.242,9.940762666666624,9.996,9.82167399999992,9.876
1675,0.035135026063704215,0.649,14.194910067484031,191.38,155.75,47.60926494328611,167.07,129.56,0.9325966134330462,9.672,2.227,9.94273399999994,9.995,9.823325499999912,9.878
1676,0.020966478491606117,0.59,14.193971872782974,191.33,155.75,47.620157662116014,167.06,129.58,0.9304483467263921,9.641,2.227,9.941409999999914,9.991,9.821826999999953,9.873
1677,0.02650455136269717,0.609,14.185374876905097,191.32,155.77,47.5890531891303,167.15,129.595,0.9281636683777481,9.719,2.227,9.942989666666614,9.994,9.823425499999969,9.873
1678,0.026286685422633137,0.619,14.174866996343765,191.35,155.72,47.602004272326454,167.02,129.63,0.9270312713941097,9.75,2.219,9.942503666666608,9.991,9.822423666666596,9.873
1679,0.023367579791470354,0.6,14.175211726734052,191.33,155.74,47.59879314151226,167.23,129.63,0.9276717941546075,9.555,2.219,9.94421516666665,9.996,9.824730999999904,9.875
1680,0.02830253726822399,0.637,14.187977615703122,191.36,155.745,47.61747442259888,166.91,129.66,0.9301430418355114,9.805,2.227,9.94715499999992,10.003,9.82723133333329,9.88
1681,0.03235076121843856,0.642,14.192439617200463,191.39,155.74,47.56818021596221,167.15,129.595,0.9270067867035454,9.75,2.219,9.941777333333283,9.998,9.82253333333332,9.876
1682,0.029144758519372593,0.617,14.182153999814194,191.34,155.77,47.58093566620874,167.02,129.60500000000002,0.926926937776769,9.805,2.219,9.943636499999924,9.998,9.824270999999946,9.875
1683,0.028743061063881716,0.623,14.18320053716374,191.38,155.68,47.60549891681938,167.04,129.62,0.9271834106678815,9.586,2.219,9.948926499999912,10.011,9.829181666666631,9.887
1684,0.026090693624074273,0.616,14.173967669100387,191.32,155.68,47.57782432512987,167.08,129.63,0.9288741826889688,9.859,2.211,9.943510166666595,9.993,9.824218499999976,9.875
1685,0.030920615506112345,0.622,14.10099676328652,191.27,155.66,47.36603497015816,166.97,129.44,0.9198835548374038,9.711,2.211,9.943366499999891,9.998,9.824257333333291,9.878
1686,0.026245882109077894,0.615,14.104289698186921,191.28,155.69,47.34868634465189,167.13,129.64499999999998,0.9226617613479029,9.602,2.219,9.937782666666612,9.991,9.819090499999986,9.873
1687,0.02708398738888635,0.617,14.109738346578178,191.25,155.68,47.35217027678721,166.88,129.655,0.925926498137447,9.547,2.219,9.9403293333333,9.991,9.821519333333283,9.873
1688,0.02489296862581176,0.619,14.109894236049904,191.3,155.69,47.35242027598623,167.3,129.65,0.9266279652060926,9.781,2.219,9.944214666666605,9.999,9.825245833333307,9.881
1689,0.02254373652474618,0.617,14.10316914566802,191.36,155.69,47.33570545070173,166.99,129.63,0.9263675130782887,9.781,2.227,9.944232333333284,9.995,9.82473016666664,9.873
1690,0.028995319123497253,0.624,14.10797453747072,191.34,155.69,47.34283739061872,166.98,129.555,0.9276106218898886,9.875,2.219,9.943158833333268,9.995,9.823674333333274,9.873
1691,0.025407742714190655,0.603,14.109620786485083,191.2,155.68,47.3446591386873,166.94,129.595,0.9247945392871263,9.672,2.227,9.942295833333269,9.99,9.823101333333275,9.87
1692,0.026699515431816073,0.602,14.122230531294225,191.3,155.66,47.31983714983838,167.3,129.495,0.9272419272580643,9.859,2.227,9.94423233333325,9.993,9.825619500000004,9.877
1693,0.02699660472479208,0.607,14.105588109614876,191.27,155.69,47.36526436794962,167.1,129.54500000000002,0.9243508763005002,9.711,2.219,9.937806666666605,9.989,9.818520999999969,9.87
1694,0.02997624294742316,0.622,14.108137574259507,191.3,155.68,47.32011297985135,167.12,129.51,0.9287832038422701,9.711,2.227,9.94199416666659,9.995,9.82267783333328,9.873
1695,0.023476126832879515,0.603,14.060305137825377,191.33,155.72,47.14146017809571,167.08,129.59,0.926753992043295,9.852,2.227,9.94639683333327,9.994,9.826031333333246,9.876
1696,0.024428675148102583,0.612,14.062201453670681,191.3,155.69,47.10911481845227,167.09,129.56,0.9251745689096365,9.617,2.227,9.946293166666594,9.997,9.827056833333302,9.877
1697,0.027669615593980405,0.609,14.050491536081905,191.32,155.69,47.140919604752646,167.02,129.59,0.9231289000789646,9.523,2.227,9.943618833333252,9.992,9.824246999999945,9.876
1698,0.026845740543161294,0.597,14.062847931072769,191.27,155.69,47.11878694265032,167.07,129.64,0.9240897740146129,9.883,2.219,9.942518499999897,10.0,9.823480333333304,9.878
1699,0.023745091672408274,0.601,14.058340208485678,191.28,155.69,47.14596564561489,166.94,129.46499999999997,0.9208890352866576,9.781,2.219,9.937556999999947,9.987,9.81877816666663,9.873
1700,0.023833817307716925,0.587,14.063718615354873,191.31,155.69,47.14195799606091,167.04,129.54000000000002,0.9215906997687235,9.781,2.219,9.934784833333364,9.997,9.816413833333327,9.871
1701,0.02206238586500781,0.583,14.048313279285681,191.3,155.66,47.148770175212206,166.98,129.57,0.9206605668134082,9.641,2.219,9.931743166666678,9.985,9.814309999999965,9.87
1702,0.02994144945523221,0.608,14.0684267956705,191.32,155.69,47.14322836423386,166.88,129.405,0.9231187275690027,9.828,2.219,9.932495999999967,9.986,9.814013666666643,9.868
1703,0.025745407137984132,0.596,14.060512092975825,191.31,155.68,47.13265932121185,166.96,129.525,0.9214622007077635,9.656,2.219,9.939420833333266,9.995,9.819973999999894,9.873
1704,0.026447576331023417,0.59,14.06208255927435,191.36,155.71,47.16448025292135,167.02,129.54000000000002,0.9224569248761326,9.719,2.219,9.94275116666665,9.994,9.824596166666623,9.873
1705,0.024720191202888056,0.597,14.035914315816255,191.31,155.71,47.004364849075515,166.92,129.59,0.9224486904056355,9.773,2.219,9.946857166666614,10.009,9.827627166666613,9.883
1706,0.029592424400864886,0.613,14.047297618967674,191.28,155.69,46.9902453241226,167.0,129.485,0.9224129014432819,9.477,2.227,9.939482166666647,9.988,9.821340499999991,9.875
1707,0.020349211175871806,0.581,14.051422530032921,191.33,155.72,46.99053100172704,166.97,129.475,0.9249223188954835,9.836,2.227,9.940065666666625,9.995,9.821298166666597,9.873
1708,0.02397985854460381,0.582,14.03805461006994,191.28,155.72,46.9878003897339,167.12,129.59,0.9218948101622312,9.781,2.219,9.935609833333306,9.985,9.816960166666625,9.865
1709,0.019774227077111628,0.581,14.034227975082365,191.35,155.69,47.003750911986515,166.99,129.54000000000002,0.9144334081960133,9.641,2.211,9.92781800000006,9.977,9.810626166666628,9.864
1710,0.021293343964139143,0.583,14.039571632926041,191.35,155.75,46.99424816685327,166.91,129.525,0.9203574450662443,9.766,2.219,9.930318500000006,9.979,9.813049999999953,9.861
1711,0.02613005283226478,0.593,14.045302995413527,191.31,155.72,46.964514280801794,166.96,129.515,0.9194857716632334,9.711,2.219,9.931013500000015,9.982,9.812681999999995,9.865
1712,0.02752223548928545,0.607,14.0356283035455,191.38,155.73,47.0109420952805,166.94,129.57,0.9200845801146549,9.773,2.219,9.929982333333342,9.977,9.81181466666663,9.859
1713,0.026436150561251818,0.617,14.049167173016809,191.32,155.71,46.96813332187868,167.07,129.535,0.9200310143744018,9.672,2.219,9.929306500000054,9.986,9.810078666666614,9.863
1714,0.024211001608154422,0.601,14.04257792509019,191.38,155.73,46.96269188613499,167.02,129.555,0.9159050690036447,9.727,2.211,9.927629500000045,9.976,9.80918966666663,9.861
1715,0.025594822039901682,0.605,13.999810604422137,191.41,156.06,47.04577767893231,167.18,129.60500000000002,0.9290665007517539,9.672,2.25,9.926375333333405,9.975,9.808488833333321,9.859
1716,0.027684721152844108,0.607,14.13911106627333,191.41,156.04,47.67310718109596,167.35,129.79,0.9456159982882604,9.766,2.266,9.928826666666748,9.974,9.811000499999958,9.86
1717,0.0261607967794483,0.607,14.143304764627729,191.43,156.04,47.65746843137161,167.27,129.81,0.9372373064762067,9.664,2.242,9.924113333333384,9.972,9.805848333333346,9.859
1718,0.02485103073945946,0.591,14.133765235262324,191.44,156.09,47.676300929942194,167.2,129.755,0.9353748978691999,9.797,2.227,9.923609166666694,9.97,9.805463333333346,9.858
1719,0.027396910007628617,0.598,14.14752298511532,191.41,156.03,47.66054835792152,167.16,129.68,0.9373846010063974,9.883,2.242,9.926165833333384,9.976,9.808356999999978,9.861
1720,0.024124319023789694,0.588,14.130867871783348,191.41,156.04,47.67999426171184,167.15,129.79500000000002,0.9391593278361205,9.719,2.242,9.920947000000005,9.974,9.803128666666643,9.854
1721,0.022233042798735284,0.59,14.1374224482157,191.41,156.05,47.67557057878285,167.07,129.61,0.9406150235022596,9.672,2.242,9.9083995,9.96,9.790497999999955,9.848
1722,0.021968133058056994,0.596,14.138031512007002,191.44,156.06,47.6707837096693,167.19,129.73,0.9394354742003914,9.898,2.25,9.904016833333273,9.952,9.784852833333304,9.836
1723,0.020004378051889996,0.578,14.132117028930763,191.36,156.02,47.6865111371315,167.28,129.6,0.9423880568068914,9.805,2.25,9.90245983333331,9.952,9.783660666666638,9.837
1724,0.09579775659947118,0.804,14.117429610591259,191.43,156.06,47.673725251616354,167.38,129.775,0.9436885448694615,9.828,2.25,9.91225550000001,9.965,9.793012999999988,9.847
1725,0.01599085190453493,0.584,14.112664700538385,191.44,156.06,47.67841659740591,167.38,129.695,0.94367694656671,9.75,2.25,9.920034333333357,9.97,9.800605000000008,9.852
1726,0.02018042907160609,0.586,14.064112053922912,191.48,156.01,47.41830160842352,167.19,129.63,0.9358415895650727,9.781,2.25,9.918285666666687,9.964,9.798094500000028,9.847
1727,0.01707652268814245,0.584,14.062548006806512,191.43,155.98,47.41773328443097,167.16,129.70499999999998,0.9331507926075188,9.836,2.242,9.888077499999985,9.962,9.768552500000052,9.849
1728,0.019095182342689598,0.581,14.069197852290596,191.43,155.99,47.43290224947789,167.13,129.75,0.9323566571872262,9.727,2.242,9.881589833333358,9.933,9.76348866666669,9.814
1729,0.02271264860776173,0.59,14.062840453844013,191.41,155.98,47.422682952749035,167.02,129.785,0.9360853447341182,9.609,2.25,9.883781333333372,9.936,9.764864333333337,9.812
1730,0.016494649021051754,0.589,14.064113925186115,191.39,155.985,47.41114355091268,167.02,129.71499999999997,0.9341873398594412,9.695,2.242,9.879716666666654,9.931,9.760811166666741,9.81
1731,0.021602861287783347,0.595,14.068954199384352,191.43,155.94,47.428101472075106,167.05,129.69,0.9333539786469717,9.836,2.242,9.880725833333365,9.932,9.76159633333336,9.812
1732,0.022980678447793983,0.595,14.062596247357737,191.43,155.99,47.42424830504738,167.13,129.815,0.9381463690401889,9.859,2.25,9.87791083333336,9.927,9.758633333333353,9.81
1733,0.022545897944510736,0.599,14.084546408540191,191.38,155.96,47.38159186801427,167.41,129.735,0.9424364339066222,9.781,2.266,9.877989999999997,9.927,9.759735500000037,9.81
1734,0.020062754653680646,0.603,14.06380644725892,191.38,155.98,47.41263821488329,167.09,129.755,0.9377027953342246,9.875,2.242,9.882624333333348,9.936,9.763865333333367,9.814
1735,0.023683285722189598,0.59,14.059087595329853,191.38,156.01,47.416388093592666,167.07,129.63,0.938964669206996,9.719,2.266,9.881165166666651,9.933,9.763406333333366,9.814
1736,0.02233739738720466,0.594,14.019039180981745,191.39,156.01,47.20800931166856,167.25,129.67000000000002,0.9371337111348607,9.82,2.25,9.880757499999978,9.93,9.763208333333347,9.812
1737,0.022153292341815022,0.595,14.026109714724374,191.38,155.95,47.2099670545293,167.14,129.74,0.9354547919176551,9.672,2.266,9.879612000000009,9.929,9.761754166666735,9.817
1738,0.02177892906945676,0.603,14.038528881587563,191.38,155.92,47.191686424221935,167.16,129.72,0.9380546405876865,9.711,2.266,9.875317833333332,9.924,9.756651833333354,9.807
1739,0.020982478566167063,0.586,14.025386954909271,191.39,155.95,47.19668175921698,167.2,129.82,0.935110010614433,9.781,2.266,9.87451516666667,9.924,9.755484499999987,9.807
1740,0.01835810601606752,0.58,14.033714606532316,191.47,155.95,47.17322298524213,167.27,129.7,0.9370069438032228,9.883,2.273,9.876207000000012,9.927,9.757635166666722,9.807
1741,0.015761382757888902,0.575,14.033333072343936,191.41,155.95,47.214230720661774,167.09,129.745,0.9358049419794318,9.727,2.266,9.875730333333296,9.922,9.757761666666685,9.807
1742,0.022504456558018686,0.591,14.0286853364129,191.41,155.94,47.211388952460304,167.26,129.78,0.9369421103739718,9.797,2.266,9.878366500000013,9.93,9.760740833333339,9.818
1743,0.020356005235618844,0.589,14.031759591158476,191.38,155.96,47.218632678950655,167.18,129.64499999999998,0.9415949897973483,9.93,2.273,9.878804500000003,9.925,9.761567000000056,9.806
1744,0.01816181970275153,0.589,14.03404856643952,191.38,155.95,47.20756669955543,167.08,129.7,0.93516996318495,9.727,2.25,9.876516500000024,9.925,9.758861666666725,9.814
1745,0.020918863976241545,0.589,14.029112347479684,191.36,155.96,47.20495752952041,167.2,129.735,0.933264102495853,9.82,2.266,9.87976233333338,9.934,9.761981000000018,9.814
1746,0.027278408713136162,0.614,13.995811355033664,191.44,155.95,47.06351745827998,167.07,129.6,0.93532453857866,9.672,2.266,9.87840216666665,9.927,9.760125333333383,9.807
1747,0.026550937081146586,0.636,14.006103495733068,191.41,155.96,47.05519096582641,167.28,129.815,0.9343268222208664,9.82,2.25,9.87964366666666,9.928,9.761711166666723,9.811
1748,0.02114926104945164,0.61,13.98905413448897,191.43,155.99,47.09005847179903,167.12,129.67000000000002,0.9307861160310614,9.719,2.25,9.883669833333368,9.931,9.765430500000003,9.821
1749,0.026969201936789748,0.614,13.997851848526457,191.43,155.98,47.06284536372368,167.17,129.7,0.9322136740323528,9.75,2.25,9.883254333333323,9.932,9.76558150000002,9.816
1750,0.0262305887335899,0.602,14.000334590061094,191.38,155.94,47.06719509902469,167.22,129.74,0.9308184517512402,9.797,2.25,9.875281833333318,9.924,9.757813,9.807
1751,0.020127811941672184,0.603,14.010571356926333,191.38,155.93,47.03513372586345,167.23,129.76,0.9372951447603299,10.023,2.266,9.87682383333338,9.928,9.758896166666673,9.817
1752,0.025482441057714345,0.608,14.00569897650092,191.49,155.94,47.077261614426874,167.18,129.54,0.9307820519923744,9.672,2.25,9.873995999999956,9.924,9.755362833333342,9.805
1753,0.024456874300796717,0.606,13.99966072418141,191.35,155.92,47.05187402318671,167.06,129.685,0.9311049801595425,9.883,2.25,9.87085383333331,9.92,9.753081833333278,9.802
1754,0.021112022975648084,0.595,13.995836300647225,191.35,155.92,47.058464232435824,166.96,129.67000000000002,0.9294975625916457,9.687,2.25,9.873351666666625,9.922,9.755799333333366,9.804
1755,0.02631071938967574,0.609,14.010389068020325,191.38,155.94,47.06938175452856,167.23,129.685,0.9291547865043607,9.75,2.25,9.875243666666666,9.925,9.758455000000048,9.812
1756,0.024154633669000544,0.601,13.946887385025281,191.58,156.41,47.182722926401375,167.43,129.92000000000002,0.9494040652543679,9.859,2.305,9.873735500000016,9.92,9.756978666666692,9.809
1757,0.02414326355614009,0.611,14.11278336796776,191.69,156.41,47.77834486780983,167.28,129.92000000000002,0.9587942546374378,9.93,2.305,9.864114499999944,9.913,9.747896499999927,9.797
1758,0.02314022593876676,0.612,14.085489408507494,191.65,156.41,47.805856255100025,167.31,129.985,0.9582497561866866,9.773,2.297,9.862366999999903,9.915,9.746773500000012,9.795
1759,0.02188281579501694,0.59,14.105856057393101,191.65,156.39,47.76059702308797,167.46,130.11,0.9624322278012138,9.836,2.305,9.857270166666575,9.912,9.741463499999965,9.801
1760,0.021779324669301537,0.613,14.103331709954041,191.71,156.41,47.80343369406988,167.33,129.985,0.9627531985496351,9.695,2.32,9.851320833333242,9.903,9.735168833333244,9.788
1761,0.02376630573176219,0.606,14.097006180847485,191.63,156.38,47.80046774283335,167.36,129.905,0.9726434611182436,9.914,2.336,9.850704666666589,9.901,9.73487916666658,9.783
1762,0.018875588814851418,0.59,14.102892040516842,191.68,156.38,47.79255631462505,167.51,129.92,0.9675507315860923,9.75,2.328,9.849609999999915,9.899,9.734065833333283,9.783
1763,0.02331106281827392,0.622,14.08847632176887,191.65,156.41,47.79571126311396,167.41,130.02,0.9646875554359653,9.875,2.32,9.851548333333279,9.906,9.736178499999955,9.79
1764,0.01985999015708586,0.592,14.09375084290407,191.65,156.39,47.783731685503746,167.28,130.04000000000002,0.9632943437261404,9.727,2.32,9.851875666666576,9.905,9.736085999999922,9.785
1765,0.022064844088113728,0.599,14.10527782161861,191.7,156.39,47.74246469422627,167.57,130.03500000000003,0.9648024104255459,10.047,2.32,9.851362499999949,9.905,9.735484499999933,9.788
1766,0.022051935359676336,0.609,14.106686299612731,191.63,156.41,47.77088027444035,167.38,129.99,0.9641846065074386,9.852,2.32,9.85443199999995,9.902,9.738875166666611,9.787
1767,0.02539115465006024,0.622,14.049776764759999,191.65,156.39,47.49633139927825,167.38,129.95,0.9610712876246685,10.023,2.32,9.847187166666604,9.901,9.731425833333283,9.783
1768,0.024320244525606848,0.604,14.049717482130267,191.63,156.36,47.5206064357814,167.31,130.02,0.9576090104261571,9.797,2.32,9.843844000000002,9.893,9.72739183333324,9.784
1769,0.021653250953059155,0.601,14.04724519406608,191.67,156.38,47.51580332716107,167.48,129.94,0.9588744959133726,9.82,2.32,9.844910166666594,9.895,9.729275499999899,9.779
1770,0.02131641498992262,0.605,14.036045215865363,191.66,156.42,47.54924219815019,167.41,129.995,0.9580015299802888,9.711,2.32,9.843132666666612,9.891,9.727801166666605,9.774
1771,0.028450055355262724,0.625,14.05109589446418,191.65,156.41,47.51371293800546,167.41,129.925,0.9529519080662309,9.984,2.297,9.843736333333306,9.893,9.72734049999996,9.781
1772,0.023035688352057264,0.607,14.048433237554542,191.62,156.38,47.51704204604264,167.38,129.92,0.9540639485045308,9.898,2.297,9.84024383333331,9.889,9.725383666666605,9.775
1773,0.023307427103652807,0.614,14.024107880889954,191.63,156.41,47.526726768324124,167.25,130.055,0.9574780610657401,9.82,2.305,9.844351333333233,9.896,9.728633499999962,9.782
1774,0.022655838224389678,0.591,14.046113920894804,191.63,156.41,47.5296523575885,167.41,129.975,0.9542896625474344,9.75,2.305,9.846803499999977,9.899,9.730739499999912,9.784
1775,0.023213428803952194,0.598,14.035887982778576,191.58,156.41,47.522747026888965,167.32,130.05,0.9611384980819908,9.859,2.32,9.850092666666587,9.905,9.733325166666589,9.783
1776,0.02221482174325837,0.596,14.054039183621187,191.63,156.36,47.507052228948424,167.46,129.995,0.9636781034161945,10.094,2.32,9.848582333333281,9.896,9.731409166666596,9.781
1777,0.019306595576858203,0.595,14.009320404855412,191.68,156.36,47.30701117022032,167.31,129.89499999999998,0.9631328976157534,9.937,2.328,9.845817333333276,9.892,9.730060666666585,9.78
1778,0.019218076471822963,0.593,13.997730306670682,191.65,156.37,47.30533721679643,167.44,130.07,0.9602139951636077,9.906,2.32,9.845757166666631,9.903,9.730345166666604,9.783
1779,0.02136454505274413,0.603,14.010692786497573,191.63,156.37,47.30760638198393,167.62,129.97500000000002,0.9569681239921362,9.687,2.32,9.842048999999966,9.889,9.727249499999953,9.776
1780,0.022363231526185662,0.609,14.00042162158885,191.69,156.365,47.31454117517224,167.53,129.965,0.9561529015489602,9.727,2.32,9.838435833333333,9.891,9.724037499999966,9.777
1781,0.018948719080778494,0.596,13.994956247574247,191.6,156.38,47.31380919882057,167.48,130.04,0.9531284017009574,9.719,2.305,9.837604166666607,9.885,9.723120333333304,9.774
1782,0.024349218945929972,0.638,14.003244508282666,191.59,156.36,47.308043569512165,167.53,129.995,0.9566399055684659,9.898,2.305,9.835198333333333,9.889,9.720893499999969,9.776
1783,0.02033667889490748,0.589,13.984980015092416,191.65,156.38,47.31050579666824,167.67,130.07,0.9523600950330311,9.664,2.305,9.83146716666663,9.878,9.716375666666632,9.764
1784,0.013290868110896392,0.57,14.013787284016795,191.6,156.38,47.30334872134686,167.48,129.985,0.9555518528633374,9.937,2.305,9.83442399999995,9.882,9.718433666666655,9.767
1785,0.019464374236198265,0.602,14.009845068439224,191.6,156.36,47.29943068120145,167.43,129.89,0.9567339542856744,9.805,2.32,9.831833499999977,9.885,9.715905833333315,9.763
1786,0.023204227162137707,0.607,14.0063532013353,191.63,156.35,47.313738585804025,167.63,129.825,0.9552119997572804,9.875,2.32,9.83598816666666,9.884,9.720050333333269,9.767
1787,0.027509854423378523,0.604,13.95988348625048,191.58,156.38,47.171236306381715,167.23,129.81,0.9478086472690284,9.687,2.305,9.835513333333315,9.883,9.720934666666649,9.769
1788,0.020370605830973776,0.608,13.976696991709579,191.63,156.41,47.17153972162234,167.34,129.91,0.9517748100363477,9.797,2.305,9.830753166666648,9.887,9.71662349999999,9.766
1789,0.01999668757880397,0.59,13.970766650661465,191.66,156.36,47.158072735012674,167.36,129.85500000000002,0.9507183919241083,9.898,2.305,9.829711499999968,9.877,9.715487666666647,9.767
1790,0.020402801125955956,0.601,13.97213225528086,191.63,156.38,47.16552053069953,167.31,130.005,0.9502815677627574,9.852,2.305,9.828382,9.88,9.713921166666589,9.766
1791,0.02443658343896483,0.603,13.958903287613268,191.59,156.38,47.175360662676276,167.17,130.01,0.9482865875142089,9.852,2.297,9.82535216666664,9.875,9.710857499999994,9.759
1792,0.02487366383431222,0.615,13.96759948368169,191.58,156.37,47.172984996263345,167.38,129.985,0.9514693858132133,9.75,2.32,9.824402833333366,9.875,9.709142833333265,9.759
1793,0.018986495349319114,0.594,13.96392690390271,191.68,156.36,47.18369951473537,167.41,129.89499999999998,0.9504857900074343,9.852,2.305,9.823368000000006,9.87,9.708760166666655,9.759
1794,0.024793719589312233,0.608,13.975929243715637,191.68,156.37,47.17608517275133,167.26,129.97500000000002,0.9498848127135753,9.617,2.305,9.827298999999968,9.88,9.712282499999985,9.766
1795,0.022984021715907056,0.591,13.980734124950937,191.62,156.37,47.1617469035833,167.54,129.88,0.9525788627961331,9.695,2.305,9.834601499999973,9.884,9.719655999999963,9.768
1796,0.02753353887011009,0.61,13.966958400967608,191.62,156.39,47.172715936219724,167.36,130.01999999999998,0.95494883407561,9.859,2.32,9.83447733333335,9.891,9.720482999999959,9.77
1797,0.023881646736509964,0.603,13.930265415099989,191.71,156.25,47.13685867945446,167.36,129.94,0.9426890341005894,9.672,2.305,9.837247666666622,9.893,9.722384999999964,9.774
1798,0.022986725474120888,0.583,14.035293959967055,191.62,156.25,47.12760738959224,167.4,129.915,0.9391091358506449,9.633,2.297,9.83495533333334,9.887,9.7195648333333,9.77
1799,0.019483579933001243,0.593,14.030002474800067,191.66,156.22,47.10999267839516,167.51,129.99,0.9369792701435566,9.656,2.297,9.83569366666665,9.885,9.720130666666646,9.771
1800,0.02146216615980748,0.599,14.033299345745823,191.68,156.23,47.118241499676856,167.33,129.88,0.9444083499499792,9.711,2.305,9.829353999999926,9.885,9.714188499999974,9.76
1801,0.020871756657950463,0.59,14.041976067138368,191.63,156.23,47.123030933359296,167.38,129.835,0.9448527743820808,9.602,2.32,9.833124999999992,9.887,9.718458666666645,9.769
1802,0.022727916580505002,0.586,14.038733548351296,191.66,156.22,47.124902394195566,167.41,129.83499999999998,0.942157542271369,9.828,2.297,9.837384999999944,9.882,9.723254999999968,9.776
1803,0.02482574297225146,0.587,14.036136601402744,191.66,156.26,47.13284832856634,167.28,129.865,0.94027436799536,9.609,2.305,9.83745599999996,9.889,9.723205999999957,9.778
1804,0.024506450205913424,0.594,14.031494061511122,191.65,156.23,47.1319623237673,167.43,129.99,0.9447843723948182,9.75,2.32,9.838279333333341,9.885,9.723363666666618,9.775
1805,0.027935559422105505,0.604,14.02791821857922,191.63,156.25,47.12655575892678,167.23,129.90499999999997,0.9447562816471985,9.898,2.305,9.839611333333302,9.887,9.723804499999947,9.772
